stationid,date,in_bike,out_bike
2495.0,2017-02-22,17.0,20.0
2495.0,2017-02-23,27.0,27.0
2495.0,2017-02-24,29.0,29.0
2495.0,2017-02-25,19.0,17.0
2495.0,2017-02-26,15.0,22.0
2495.0,2017-02-27,29.0,26.0
2495.0,2017-02-28,21.0,28.0
2495.0,2017-03-01,20.0,22.0
2495.0,2017-03-02,20.0,27.0
2495.0,2017-03-03,16.0,24.0
2495.0,2017-03-04,2.0,2.0
2495.0,2017-03-05,20.0,12.0
2495.0,2017-03-06,26.0,25.0
2495.0,2017-03-07,15.0,20.0
2495.0,2017-03-08,19.0,22.0
2495.0,2017-03-09,20.0,21.0
2495.0,2017-03-10,32.0,52.0
2495.0,2017-03-11,25.0,26.0
2495.0,2017-03-12,39.0,37.0
2495.0,2017-03-13,55.0,45.0
2495.0,2017-03-14,57.0,51.0
2495.0,2017-03-15,64.0,69.0
2495.0,2017-03-16,58.0,75.0
2495.0,2017-03-17,67.0,82.0
2495.0,2017-03-18,69.0,72.0
2495.0,2017-03-19,53.0,42.0
2495.0,2017-03-20,20.0,18.0
2495.0,2017-03-21,14.0,18.0
2495.0,2017-03-22,22.0,27.0
2495.0,2017-03-23,22.0,35.0
2495.0,2017-03-24,25.0,18.0
2495.0,2017-03-25,31.0,34.0
2495.0,2017-03-26,26.0,22.0
2495.0,2017-03-27,19.0,22.0
2495.0,2017-03-28,15.0,16.0
2495.0,2017-03-29,20.0,18.0
2495.0,2017-03-30,22.0,32.0
2495.0,2017-03-31,18.0,23.0
2495.0,2017-04-01,20.0,24.0
2495.0,2017-04-02,21.0,16.0
2495.0,2017-04-03,24.0,16.0
2495.0,2017-04-04,20.0,20.0
2495.0,2017-04-05,21.0,26.0
2495.0,2017-04-06,29.0,25.0
2495.0,2017-04-07,21.0,33.0
2495.0,2017-04-08,16.0,13.0
2495.0,2017-04-09,26.0,27.0
2495.0,2017-04-10,20.0,11.0
2495.0,2017-04-11,19.0,22.0
2495.0,2017-04-12,26.0,24.0
2495.0,2017-04-13,27.0,27.0
2495.0,2017-04-14,20.0,34.0
2495.0,2017-04-15,24.0,24.0
2495.0,2017-04-16,43.0,31.0
2495.0,2017-04-17,19.0,16.0
2495.0,2017-04-18,27.0,27.0
2495.0,2017-04-19,18.0,25.0
2495.0,2017-04-20,37.0,30.0
2495.0,2017-04-21,40.0,48.0
2495.0,2017-04-22,29.0,19.0
2495.0,2017-04-23,16.0,31.0
2495.0,2017-04-24,36.0,27.0
2495.0,2017-04-25,17.0,21.0
2495.0,2017-04-26,20.0,18.0
2495.0,2017-04-27,39.0,34.0
2495.0,2017-04-28,26.0,37.0
2495.0,2017-04-29,20.0,24.0
2495.0,2017-04-30,21.0,21.0
2495.0,2017-05-01,17.0,23.0
2495.0,2017-05-02,12.0,9.0
2495.0,2017-05-03,24.0,26.0
2495.0,2017-05-04,19.0,19.0
2495.0,2017-05-05,11.0,24.0
2495.0,2017-05-06,12.0,24.0
2495.0,2017-05-07,35.0,33.0
2495.0,2017-05-08,14.0,19.0
2495.0,2017-05-09,10.0,19.0
2495.0,2017-05-10,13.0,23.0
2495.0,2017-05-11,14.0,16.0
2495.0,2017-05-12,25.0,28.0
2495.0,2017-05-13,30.0,29.0
2495.0,2017-05-14,9.0,11.0
2495.0,2017-05-15,21.0,25.0
2495.0,2017-05-16,22.0,20.0
2495.0,2017-05-17,12.0,17.0
2495.0,2017-05-18,31.0,27.0
2495.0,2017-05-19,23.0,30.0
2495.0,2017-05-20,14.0,16.0
2495.0,2017-05-21,30.0,23.0
2495.0,2017-05-22,17.0,15.0
2495.0,2017-05-23,14.0,13.0
2495.0,2017-05-24,14.0,27.0
2495.0,2017-05-25,23.0,28.0
2495.0,2017-05-26,20.0,32.0
2495.0,2017-05-27,30.0,22.0
2495.0,2017-05-28,35.0,37.0
2495.0,2017-05-29,13.0,17.0
2495.0,2017-05-30,17.0,17.0
2495.0,2017-05-31,17.0,19.0
2495.0,2017-06-01,23.0,27.0
2495.0,2017-06-02,15.0,20.0
2495.0,2017-06-03,21.0,26.0
2495.0,2017-06-04,13.0,13.0
2495.0,2017-06-05,17.0,16.0
2495.0,2017-06-06,15.0,23.0
2495.0,2017-06-07,23.0,28.0
2495.0,2017-06-08,15.0,17.0
2495.0,2017-06-09,11.0,20.0
2495.0,2017-06-10,7.0,10.0
2495.0,2017-06-11,11.0,11.0
2495.0,2017-06-12,19.0,21.0
2495.0,2017-06-13,10.0,21.0
2495.0,2017-06-14,16.0,11.0
2495.0,2017-06-15,14.0,18.0
2495.0,2017-06-16,17.0,17.0
2495.0,2017-06-17,10.0,10.0
2495.0,2017-06-18,6.0,4.0
2495.0,2017-06-19,17.0,19.0
2495.0,2017-06-20,9.0,13.0
2495.0,2017-06-21,16.0,19.0
2495.0,2017-06-22,23.0,22.0
2495.0,2017-06-23,17.0,22.0
2495.0,2017-06-24,25.0,27.0
2495.0,2017-06-25,15.0,14.0
2495.0,2017-06-26,16.0,13.0
2495.0,2017-06-27,17.0,16.0
2495.0,2017-06-28,11.0,8.0
2495.0,2017-06-29,17.0,15.0
2495.0,2017-06-30,12.0,18.0
2495.0,2017-07-01,5.0,10.0
2495.0,2017-07-02,13.0,10.0
2495.0,2017-07-03,22.0,23.0
2495.0,2017-07-04,18.0,16.0
2495.0,2017-07-05,11.0,7.0
2495.0,2017-07-06,13.0,17.0
2495.0,2017-07-07,7.0,7.0
2495.0,2017-07-08,13.0,20.0
2495.0,2017-07-09,3.0,2.0
2495.0,2017-07-10,12.0,17.0
2495.0,2017-07-11,16.0,14.0
2495.0,2017-07-12,16.0,16.0
2495.0,2017-07-13,21.0,17.0
2495.0,2017-07-14,15.0,19.0
2495.0,2017-07-15,16.0,9.0
2495.0,2017-07-16,11.0,13.0
2495.0,2017-07-17,12.0,18.0
2495.0,2017-07-18,18.0,16.0
2495.0,2017-07-19,11.0,11.0
2495.0,2017-07-20,11.0,8.0
2495.0,2017-07-21,10.0,18.0
2495.0,2017-07-22,20.0,17.0
2495.0,2017-07-23,8.0,18.0
2495.0,2017-07-24,13.0,10.0
2495.0,2017-07-25,9.0,15.0
2495.0,2017-07-26,12.0,12.0
2495.0,2017-07-27,22.0,20.0
2495.0,2017-07-28,10.0,11.0
2495.0,2017-07-29,6.0,19.0
2495.0,2017-07-30,9.0,4.0
2495.0,2017-07-31,13.5,8.5
2496.0,2016-06-01,18.0,13.0
2496.0,2016-06-02,2.0,6.0
2496.0,2016-06-03,12.0,7.0
2496.0,2016-06-04,7.0,14.0
2496.0,2016-06-05,17.0,13.0
2496.0,2016-06-06,4.0,6.0
2496.0,2016-06-07,6.0,8.0
2496.0,2016-06-08,8.0,5.0
2496.0,2016-06-09,7.0,4.0
2496.0,2016-06-10,6.0,11.0
2496.0,2016-06-11,15.0,12.0
2496.0,2016-06-12,1.0,8.0
2496.0,2016-06-13,9.0,6.0
2496.0,2016-06-14,3.0,3.0
2496.0,2016-06-15,4.0,3.0
2496.0,2016-06-16,6.0,7.0
2496.0,2016-06-17,13.0,7.0
2496.0,2016-06-18,10.0,12.0
2496.0,2016-06-19,1.0,1.0
2496.0,2016-06-20,4.0,7.0
2496.0,2016-06-21,5.0,8.0
2496.0,2016-06-22,9.0,4.0
2496.0,2016-06-23,10.0,8.0
2496.0,2016-06-24,9.0,16.0
2496.0,2016-06-25,12.0,13.0
2496.0,2016-06-26,10.0,11.0
2496.0,2016-06-27,10.0,12.0
2496.0,2016-06-28,5.0,5.0
2496.0,2016-06-29,6.0,4.0
2496.0,2016-06-30,8.0,11.0
2496.0,2016-07-01,6.0,3.0
2496.0,2016-07-02,6.0,8.0
2496.0,2016-07-03,8.0,11.0
2496.0,2016-07-04,9.0,11.0
2496.0,2016-07-05,7.0,7.0
2496.0,2016-07-06,2.0,7.0
2496.0,2016-07-07,11.0,11.0
2496.0,2016-07-08,11.0,6.0
2496.0,2016-07-09,3.0,11.0
2496.0,2016-07-10,5.0,8.0
2496.0,2016-07-11,12.0,9.0
2496.0,2016-07-12,9.0,8.0
2496.0,2016-07-13,3.0,3.0
2496.0,2016-07-14,12.0,9.0
2496.0,2016-07-15,4.0,7.0
2496.0,2016-07-16,10.0,5.0
2496.0,2016-07-17,5.0,8.0
2496.0,2016-07-18,10.0,8.0
2496.0,2016-07-19,10.0,10.0
2496.0,2016-07-20,3.0,2.0
2496.0,2016-07-21,4.0,8.0
2496.0,2016-07-22,10.0,13.0
2496.0,2016-07-23,9.0,9.0
2496.0,2016-07-24,16.0,18.0
2496.0,2016-07-25,6.0,5.0
2496.0,2016-07-26,4.0,9.0
2496.0,2016-07-27,7.0,6.0
2496.0,2016-07-28,5.0,8.0
2496.0,2016-07-29,7.0,5.0
2496.0,2016-07-30,5.0,7.0
2496.0,2016-07-31,1.0,4.0
2496.0,2016-08-01,7.0,4.0
2496.0,2016-08-02,8.0,11.0
2496.0,2016-08-03,10.0,9.0
2496.0,2016-08-04,5.0,6.0
2496.0,2016-08-05,11.0,10.0
2496.0,2016-08-06,6.0,4.0
2496.0,2016-08-07,11.0,9.0
2496.0,2016-08-08,11.0,10.0
2496.0,2016-08-09,5.0,7.0
2496.0,2016-08-10,8.0,5.0
2496.0,2016-08-11,5.0,3.0
2496.0,2016-08-12,9.0,3.0
2496.0,2016-08-13,5.0,9.0
2496.0,2016-08-14,2.0,2.0
2496.0,2016-08-15,3.0,3.0
2496.0,2016-08-16,2.0,3.0
2496.0,2016-08-17,3.0,5.0
2496.0,2016-08-18,5.0,4.0
2496.0,2016-08-19,7.0,9.0
2496.0,2016-08-20,3.0,3.0
2496.0,2016-08-21,8.0,3.0
2496.0,2016-08-22,6.0,9.0
2496.0,2016-08-23,13.0,13.0
2496.0,2016-08-24,8.0,7.0
2496.0,2016-08-25,11.0,8.0
2496.0,2016-08-26,5.0,4.0
2496.0,2016-08-27,12.0,9.0
2496.0,2016-08-28,3.0,5.0
2496.0,2016-08-29,4.0,3.0
2496.0,2016-08-30,3.0,4.0
2496.0,2016-08-31,5.0,5.0
2496.0,2016-09-01,4.0,8.0
2496.0,2016-09-02,16.0,15.0
2496.0,2016-09-03,13.0,8.0
2496.0,2016-09-04,19.0,25.0
2496.0,2016-09-05,12.0,2.0
2496.0,2016-09-06,3.0,7.0
2496.0,2016-09-07,5.0,2.0
2496.0,2016-09-08,5.0,6.0
2496.0,2016-09-09,4.0,5.0
2496.0,2016-09-10,11.0,13.0
2496.0,2016-09-11,9.0,7.0
2496.0,2016-09-12,6.0,2.0
2496.0,2016-09-13,7.0,11.0
2496.0,2016-09-14,5.0,8.0
2496.0,2016-09-15,7.0,6.0
2496.0,2016-09-16,6.0,8.0
2496.0,2016-09-17,1.0,6.0
2496.0,2016-09-18,6.0,4.0
2496.0,2016-09-19,9.0,5.0
2496.0,2016-09-20,5.0,2.0
2496.0,2016-09-21,8.0,10.0
2496.0,2016-09-22,7.0,9.0
2496.0,2016-09-23,3.0,5.0
2496.0,2016-09-24,6.0,8.0
2496.0,2016-09-25,10.0,10.0
2496.0,2016-09-26,7.0,3.0
2496.0,2016-09-27,5.0,8.0
2496.0,2016-09-28,8.0,6.0
2496.0,2016-09-29,6.0,11.0
2496.0,2016-09-30,13.0,11.0
2496.0,2016-10-01,27.0,19.0
2496.0,2016-10-02,12.0,11.0
2496.0,2016-10-03,14.0,8.0
2496.0,2016-10-04,10.0,7.0
2496.0,2016-10-05,10.0,10.0
2496.0,2016-10-06,8.0,11.0
2496.0,2016-10-07,7.0,9.0
2496.0,2016-10-08,17.0,8.0
2496.0,2016-10-09,14.0,7.0
2496.0,2016-10-10,20.0,21.0
2496.0,2016-10-11,11.0,17.0
2496.0,2016-10-12,10.0,7.0
2496.0,2016-10-13,14.0,8.0
2496.0,2016-10-14,6.0,9.0
2496.0,2016-10-15,9.0,11.0
2496.0,2016-10-16,8.0,11.0
2496.0,2016-10-17,8.0,9.0
2496.0,2016-10-18,5.0,5.0
2496.0,2016-10-19,8.0,6.0
2496.0,2016-10-20,7.0,14.0
2496.0,2016-10-21,7.0,10.0
2496.0,2016-10-22,13.0,10.0
2496.0,2016-10-23,3.0,4.0
2496.0,2016-10-24,5.0,6.0
2496.0,2016-10-25,12.0,11.0
2496.0,2016-10-26,3.0,4.0
2496.0,2016-10-27,16.0,13.0
2496.0,2016-10-28,7.0,5.0
2496.0,2016-10-29,11.0,17.0
2496.0,2016-10-30,14.0,9.0
2496.0,2016-10-31,6.0,10.0
2496.0,2016-11-01,8.0,6.0
2496.0,2016-11-02,4.0,2.0
2496.0,2016-11-03,2.0,5.0
2496.0,2016-11-04,7.0,11.0
2496.0,2016-11-05,11.0,15.0
2496.0,2016-11-06,5.0,5.0
2496.0,2016-11-07,6.0,6.0
2496.0,2016-11-08,9.0,7.0
2496.0,2016-11-09,5.0,4.0
2496.0,2016-11-10,11.0,11.0
2496.0,2016-11-11,10.0,15.0
2496.0,2016-11-12,10.0,13.0
2496.0,2016-11-13,4.0,9.0
2496.0,2016-11-14,8.0,7.0
2496.0,2016-11-15,3.0,4.0
2496.0,2016-11-16,4.0,3.0
2496.0,2016-11-17,5.0,9.0
2496.0,2016-11-18,4.0,6.0
2496.0,2016-11-19,3.0,3.5
2496.0,2016-11-20,2.0,1.0
2496.0,2016-11-21,1.0,3.0
2496.0,2016-11-22,5.0,3.0
2496.0,2016-11-23,12.0,9.0
2496.0,2016-11-24,5.0,7.0
2496.0,2016-11-25,9.0,13.0
2496.0,2016-11-26,12.0,8.0
2496.0,2016-11-27,3.0,9.0
2496.0,2016-11-28,4.0,4.0
2496.0,2016-11-29,8.0,4.0
2496.0,2016-11-30,5.0,8.0
2496.0,2016-12-01,5.15625,7.90625
2496.0,2016-12-02,5.3125,7.8125
2496.0,2016-12-03,5.46875,7.71875
2496.0,2016-12-04,5.625,7.625
2496.0,2016-12-05,5.78125,7.53125
2496.0,2016-12-06,5.9375,7.4375
2496.0,2016-12-07,6.09375,7.34375
2496.0,2016-12-08,6.25,7.25
2496.0,2016-12-09,6.40625,7.15625
2496.0,2016-12-10,6.5625,7.0625
2496.0,2016-12-11,6.71875,6.96875
2496.0,2016-12-12,6.875,6.875
2496.0,2016-12-13,7.03125,6.78125
2496.0,2016-12-14,7.1875,6.6875
2496.0,2016-12-15,7.34375,6.59375
2496.0,2016-12-16,7.5,6.5
2496.0,2016-12-17,7.65625,6.40625
2496.0,2016-12-18,7.8125,6.3125
2496.0,2016-12-19,7.96875,6.21875
2496.0,2016-12-20,8.125,6.125
2496.0,2016-12-21,8.28125,6.03125
2496.0,2016-12-22,8.4375,5.9375
2496.0,2016-12-23,8.59375,5.84375
2496.0,2016-12-24,8.75,5.75
2496.0,2016-12-25,8.90625,5.65625
2496.0,2016-12-26,9.0625,5.5625
2496.0,2016-12-27,9.21875,5.46875
2496.0,2016-12-28,9.375,5.375
2496.0,2016-12-29,9.53125,5.28125
2496.0,2016-12-30,9.6875,5.1875
2496.0,2016-12-31,9.84375,5.09375
2496.0,2017-01-01,10.0,5.0
2496.0,2017-01-02,2.0,4.0
2496.0,2017-01-03,8.0,3.0
2496.0,2017-01-04,5.0,3.0
2496.0,2017-01-05,5.0,2.0
2496.0,2017-01-06,2.0,2.0
2496.0,2017-01-07,4.333333333333334,1.6666666666666667
2496.0,2017-01-08,6.666666666666667,1.3333333333333335
2496.0,2017-01-09,9.0,1.0
2496.0,2017-01-10,7.0,3.0
2496.0,2017-01-11,6.0,9.0
2496.0,2017-01-12,4.0,3.0
2496.0,2017-01-13,4.0,3.0
2496.0,2017-01-14,9.0,9.0
2496.0,2017-01-15,3.0,3.0
2496.0,2017-01-16,5.0,4.0
2496.0,2017-01-17,3.0,1.0
2496.0,2017-01-18,1.0,3.0
2496.0,2017-01-19,10.0,5.0
2496.0,2017-01-20,3.0,8.0
2496.0,2017-01-21,3.0,6.0
2496.0,2017-01-22,2.0,1.0
2496.0,2017-01-23,5.0,6.0
2496.0,2017-01-24,5.0,6.0
2496.0,2017-01-25,6.0,11.0
2496.0,2017-01-26,6.0,1.0
2496.0,2017-01-27,3.0,5.0
2496.0,2017-01-28,8.0,8.0
2496.0,2017-01-29,3.0,3.0
2496.0,2017-01-30,3.0,4.0
2496.0,2017-01-31,6.0,4.0
2496.0,2017-02-01,6.0,5.0
2496.0,2017-02-02,5.0,8.0
2496.0,2017-02-03,4.0,2.0
2496.0,2017-02-04,5.666666666666667,5.0
2496.0,2017-02-05,7.333333333333334,8.0
2496.0,2017-02-06,9.0,11.0
2496.0,2017-02-07,7.0,7.0
2496.0,2017-02-08,3.0,7.0
2496.0,2017-02-09,9.0,2.0
2496.0,2017-02-10,9.0,2.0
2496.0,2017-02-11,1.0,5.0
2496.0,2017-02-12,8.0,9.0
2496.0,2017-02-13,4.0,2.0
2496.0,2017-02-14,4.0,1.0
2496.0,2017-02-15,5.0,3.0
2496.0,2017-02-16,2.0,2.0
2496.0,2017-02-17,6.0,5.0
2496.0,2017-02-18,10.0,4.0
2496.0,2017-02-19,2.0,2.0
2496.0,2017-02-20,9.0,8.0
2496.0,2017-02-21,5.0,4.0
2496.0,2017-02-22,3.0,3.0
2496.0,2017-02-23,6.0,5.0
2496.0,2017-02-24,3.0,2.0
2496.0,2017-02-25,6.0,7.0
2496.0,2017-02-26,5.0,5.5
2496.0,2017-02-27,4.0,4.0
2496.0,2017-02-28,5.0,3.0
2496.0,2017-03-01,5.0,5.0
2496.0,2017-03-02,4.0,5.0
2496.0,2017-03-03,14.0,13.0
2496.0,2017-03-04,12.0,11.0
2496.0,2017-03-05,10.0,9.0
2496.0,2017-03-06,9.0,6.0
2496.0,2017-03-07,10.0,7.0
2496.0,2017-03-08,7.0,3.0
2496.0,2017-03-09,5.0,8.0
2496.0,2017-03-10,13.0,20.0
2496.0,2017-03-11,17.0,15.0
2496.0,2017-03-12,17.0,17.0
2496.0,2017-03-13,19.0,12.0
2496.0,2017-03-14,27.0,25.0
2496.0,2017-03-15,41.0,31.0
2496.0,2017-03-16,30.0,35.0
2496.0,2017-03-17,22.0,26.0
2496.0,2017-03-18,29.0,20.0
2496.0,2017-03-19,13.0,12.0
2496.0,2017-03-20,7.0,10.0
2496.0,2017-03-21,5.0,4.0
2496.0,2017-03-22,14.0,6.0
2496.0,2017-03-23,9.0,8.0
2496.0,2017-03-24,6.0,9.0
2496.0,2017-03-25,14.0,12.0
2496.0,2017-03-26,10.0,5.0
2496.0,2017-03-27,4.0,6.0
2496.0,2017-03-28,13.0,8.0
2496.0,2017-03-29,12.0,10.0
2496.0,2017-03-30,6.0,12.0
2496.0,2017-03-31,7.0,3.0
2496.0,2017-04-01,9.0,8.0
2496.0,2017-04-02,4.0,5.0
2496.0,2017-04-03,4.0,5.0
2496.0,2017-04-04,16.0,14.0
2496.0,2017-04-05,14.0,15.0
2496.0,2017-04-06,8.0,11.0
2496.0,2017-04-07,8.0,7.0
2496.0,2017-04-08,16.0,18.0
2496.0,2017-04-09,18.0,16.0
2496.0,2017-04-10,4.0,9.0
2496.0,2017-04-11,3.0,3.0
2496.0,2017-04-12,10.0,7.0
2496.0,2017-04-13,8.0,9.0
2496.0,2017-04-14,10.0,5.0
2496.0,2017-04-15,10.0,12.0
2496.0,2017-04-16,5.0,5.0
2496.0,2017-04-17,10.0,12.0
2496.0,2017-04-18,9.0,12.0
2496.0,2017-04-19,15.0,11.0
2496.0,2017-04-20,16.0,14.0
2496.0,2017-04-21,16.0,13.0
2496.0,2017-04-22,2.0,8.0
2496.0,2017-04-23,3.0,3.0
2496.0,2017-04-24,11.0,5.0
2496.0,2017-04-25,12.0,13.0
2496.0,2017-04-26,8.0,10.0
2496.0,2017-04-27,10.0,10.0
2496.0,2017-04-28,7.0,8.0
2496.0,2017-04-29,8.0,12.0
2496.0,2017-04-30,12.0,17.0
2496.0,2017-05-01,8.0,16.0
2496.0,2017-05-02,7.0,8.0
2496.0,2017-05-03,6.0,8.0
2496.0,2017-05-04,9.0,12.0
2496.0,2017-05-05,6.0,7.0
2496.0,2017-05-06,10.0,1.0
2496.0,2017-05-07,10.0,12.0
2496.0,2017-05-08,4.0,3.0
2496.0,2017-05-09,5.0,3.0
2496.0,2017-05-10,5.0,3.0
2496.0,2017-05-11,5.0,7.0
2496.0,2017-05-12,13.0,5.0
2496.0,2017-05-13,4.0,6.0
2496.0,2017-05-14,4.0,4.0
2496.0,2017-05-15,7.0,3.0
2496.0,2017-05-16,5.0,7.0
2496.0,2017-05-17,2.0,4.0
2496.0,2017-05-18,7.0,6.0
2496.0,2017-05-19,10.0,15.0
2496.0,2017-05-20,19.0,14.0
2496.0,2017-05-21,14.0,11.0
2496.0,2017-05-22,14.0,10.0
2496.0,2017-05-23,5.0,3.0
2496.0,2017-05-24,8.0,6.0
2496.0,2017-05-25,12.0,12.0
2496.0,2017-05-26,5.0,2.0
2496.0,2017-05-27,18.0,8.0
2496.0,2017-05-28,15.0,14.0
2496.0,2017-05-29,11.0,10.0
2496.0,2017-05-30,7.0,6.0
2496.0,2017-05-31,11.0,13.0
2496.0,2017-06-01,5.0,6.0
2496.0,2017-06-02,10.0,6.0
2496.0,2017-06-03,6.0,12.0
2496.0,2017-06-04,14.0,12.0
2496.0,2017-06-05,10.0,12.0
2496.0,2017-06-06,10.0,11.0
2496.0,2017-06-07,11.0,10.0
2496.0,2017-06-08,12.0,10.0
2496.0,2017-06-09,11.0,17.0
2496.0,2017-06-10,8.0,6.0
2496.0,2017-06-11,6.0,5.0
2496.0,2017-06-12,7.0,7.0
2496.0,2017-06-13,6.0,4.0
2496.0,2017-06-14,10.0,6.0
2496.0,2017-06-15,8.0,16.0
2496.0,2017-06-16,5.0,10.0
2496.0,2017-06-17,5.0,5.0
2496.0,2017-06-18,6.0,3.0
2496.0,2017-06-19,3.0,7.0
2496.0,2017-06-20,7.0,4.0
2496.0,2017-06-21,8.0,4.0
2496.0,2017-06-22,10.0,4.0
2496.0,2017-06-23,10.0,5.0
2496.0,2017-06-24,11.0,4.0
2496.0,2017-06-25,3.0,1.0
2496.0,2017-06-26,4.0,2.0
2496.0,2017-06-27,8.0,6.0
2496.0,2017-06-28,7.0,3.0
2496.0,2017-06-29,13.0,9.0
2496.0,2017-06-30,5.0,4.0
2496.0,2017-07-01,10.0,7.0
2496.0,2017-07-02,8.0,10.0
2496.0,2017-07-03,11.0,18.0
2496.0,2017-07-04,9.0,6.0
2496.0,2017-07-05,7.0,8.0
2496.0,2017-07-06,16.0,10.0
2496.0,2017-07-07,4.0,9.0
2496.0,2017-07-08,5.0,6.0
2496.0,2017-07-09,4.0,1.0
2496.0,2017-07-10,7.0,3.0
2496.0,2017-07-11,7.0,7.0
2496.0,2017-07-12,9.0,6.0
2496.0,2017-07-13,8.0,3.0
2496.0,2017-07-14,6.0,6.0
2496.0,2017-07-15,4.0,2.0
2496.0,2017-07-16,5.0,3.0
2496.0,2017-07-17,7.0,4.0
2496.0,2017-07-18,8.0,6.0
2496.0,2017-07-19,6.0,2.0
2496.0,2017-07-20,4.0,3.0
2496.0,2017-07-21,8.0,6.0
2496.0,2017-07-22,9.0,9.0
2496.0,2017-07-23,4.0,4.0
2496.0,2017-07-24,4.0,5.0
2496.0,2017-07-25,7.0,2.0
2496.0,2017-07-26,8.0,8.0
2496.0,2017-07-27,9.0,6.0
2496.0,2017-07-28,5.0,7.0
2496.0,2017-07-29,4.0,3.0
2496.0,2017-07-30,6.0,5.0
2496.0,2017-07-31,15.0,14.5
2497.0,2016-06-01,24.0,24.0
2497.0,2016-06-02,6.0,2.0
2497.0,2016-06-03,13.0,19.0
2497.0,2016-06-04,28.0,25.0
2497.0,2016-06-05,28.0,21.0
2497.0,2016-06-06,12.0,11.0
2497.0,2016-06-07,10.0,14.0
2497.0,2016-06-08,12.0,6.0
2497.0,2016-06-09,24.0,16.0
2497.0,2016-06-10,13.0,9.0
2497.0,2016-06-11,45.0,44.0
2497.0,2016-06-12,16.0,25.0
2497.0,2016-06-13,11.0,13.0
2497.0,2016-06-14,22.0,19.0
2497.0,2016-06-15,12.0,6.0
2497.0,2016-06-16,14.0,11.0
2497.0,2016-06-17,11.0,12.0
2497.0,2016-06-18,16.0,13.0
2497.0,2016-06-19,18.0,17.0
2497.0,2016-06-20,17.0,10.0
2497.0,2016-06-21,13.0,16.0
2497.0,2016-06-22,14.0,6.0
2497.0,2016-06-23,8.0,3.0
2497.0,2016-06-24,18.0,16.0
2497.0,2016-06-25,23.0,15.0
2497.0,2016-06-26,15.0,15.0
2497.0,2016-06-27,18.0,21.0
2497.0,2016-06-28,14.0,8.0
2497.0,2016-06-29,19.0,13.0
2497.0,2016-06-30,10.0,11.0
2497.0,2016-07-01,18.0,19.0
2497.0,2016-07-02,49.0,33.0
2497.0,2016-07-03,35.0,26.0
2497.0,2016-07-04,23.0,26.0
2497.0,2016-07-05,11.0,8.0
2497.0,2016-07-06,10.0,8.0
2497.0,2016-07-07,5.0,4.0
2497.0,2016-07-08,5.0,8.0
2497.0,2016-07-09,34.0,24.0
2497.0,2016-07-10,26.0,24.0
2497.0,2016-07-11,17.0,14.0
2497.0,2016-07-12,13.0,7.0
2497.0,2016-07-13,6.0,4.0
2497.0,2016-07-14,13.0,11.0
2497.0,2016-07-15,11.0,8.0
2497.0,2016-07-16,4.0,8.0
2497.0,2016-07-17,24.0,23.0
2497.0,2016-07-18,13.0,12.0
2497.0,2016-07-19,9.0,9.0
2497.0,2016-07-20,9.0,12.0
2497.0,2016-07-21,16.0,14.0
2497.0,2016-07-22,16.0,16.0
2497.0,2016-07-23,23.0,15.0
2497.0,2016-07-24,13.0,19.0
2497.0,2016-07-25,13.0,12.0
2497.0,2016-07-26,6.0,2.0
2497.0,2016-07-27,4.0,3.0
2497.0,2016-07-28,11.0,9.0
2497.0,2016-07-29,27.0,20.0
2497.0,2016-07-30,31.0,34.0
2497.0,2016-07-31,7.0,11.0
2497.0,2016-08-01,9.0,14.0
2497.0,2016-08-02,4.0,3.0
2497.0,2016-08-03,11.0,12.0
2497.0,2016-08-04,16.0,11.0
2497.0,2016-08-05,13.0,10.0
2497.0,2016-08-06,32.0,21.0
2497.0,2016-08-07,18.0,21.0
2497.0,2016-08-08,24.0,25.0
2497.0,2016-08-09,4.0,3.0
2497.0,2016-08-10,9.0,6.0
2497.0,2016-08-11,14.0,10.0
2497.0,2016-08-12,15.0,13.0
2497.0,2016-08-13,8.0,10.0
2497.0,2016-08-14,12.0,13.0
2497.0,2016-08-15,9.0,3.0
2497.0,2016-08-16,6.0,8.0
2497.0,2016-08-17,8.0,9.0
2497.0,2016-08-18,4.0,3.0
2497.0,2016-08-19,15.0,12.0
2497.0,2016-08-20,14.0,15.0
2497.0,2016-08-21,6.0,10.0
2497.0,2016-08-22,7.0,5.0
2497.0,2016-08-23,4.0,1.0
2497.0,2016-08-24,15.0,13.0
2497.0,2016-08-25,4.0,6.0
2497.0,2016-08-26,21.0,12.0
2497.0,2016-08-27,36.0,27.0
2497.0,2016-08-28,11.0,6.0
2497.0,2016-08-29,5.0,1.0
2497.0,2016-08-30,3.0,3.0
2497.0,2016-08-31,7.0,5.0
2497.0,2016-09-01,7.0,3.0
2497.0,2016-09-02,21.0,18.0
2497.0,2016-09-03,24.0,27.0
2497.0,2016-09-04,47.0,36.0
2497.0,2016-09-05,28.0,24.0
2497.0,2016-09-06,9.0,6.0
2497.0,2016-09-07,8.0,4.0
2497.0,2016-09-08,12.0,15.0
2497.0,2016-09-09,12.0,14.0
2497.0,2016-09-10,18.0,18.0
2497.0,2016-09-11,25.0,16.0
2497.0,2016-09-12,8.0,7.0
2497.0,2016-09-13,8.0,9.0
2497.0,2016-09-14,4.0,3.0
2497.0,2016-09-15,16.0,4.0
2497.0,2016-09-16,12.0,7.0
2497.0,2016-09-17,25.0,9.0
